"","V1","Participant","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger"
"1124",3,"9","II","Yes",0.868260145187,"lalt",1,"Middle","Middle"
"1125",4,"9","II","No",0.523070049286,"lcmd",0,"Middle","Index"
"1126",5,"9","II","Yes",0.520430898666,"lalt",1,"Middle","Middle"
"1127",6,"9","II","Yes",0.607403993607,"lcmd",1,"Index","Index"
"1128",7,"9","II","No",1.07421321869,"lcmd",1,"Index","Middle"
"1129",8,"9","II","Yes",0.664263105392,"lalt",1,"Middle","Middle"
"1130",9,"9","II","No",0.653012037277,"lalt",1,"Middle","Index"
"1131",10,"9","II","Yes",0.668878889084,"lcmd",1,"Index","Index"
"1132",11,"9","II","No",1.25813989639,"lcmd",1,"Index","Middle"
"1133",12,"9","II","No",0.626762962341,"lcmd",1,"Index","Middle"
"1134",13,"9","II","Yes",0.729055833817,"lalt",1,"Middle","Middle"
"1135",14,"9","II","Yes",0.641821098328,"lcmd",1,"Index","Index"
"1136",15,"9","II","No",0.964069890976,"lalt",1,"Middle","Index"
"1137",16,"9","II","Yes",0.54008307457,"lalt",1,"Middle","Middle"
"1138",17,"9","II","Yes",0.598428869247,"lcmd",1,"Index","Index"
"1139",18,"9","II","No",0.590443181992,"lcmd",1,"Index","Middle"
"1140",19,"9","II","No",0.703143119812,"lalt",1,"Middle","Index"
"1141",20,"9","II","Yes",0.598307037353,"lalt",1,"Middle","Middle"
"1142",21,"9","II","No",0.636325883865,"lcmd",1,"Index","Middle"
"1143",22,"9","II","Yes",0.463217926025,"lcmd",1,"Index","Index"
"1144",23,"9","II","No",0.596919870377,"lalt",1,"Middle","Index"
"1145",24,"9","II","No",0.702826118469,"lcmd",0,"Middle","Index"
"1146",25,"9","II","No",0.654831123352,"lcmd",1,"Index","Middle"
"1147",26,"9","II","Yes",0.646702957153,"lalt",1,"Middle","Middle"
"1148",27,"9","II","Yes",0.414421987534,"lcmd",1,"Index","Index"
"1149",28,"9","II","No",0.607159090042,"lcmd",1,"Index","Middle"
"1150",29,"9","II","No",0.578554010391,"lalt",1,"Middle","Index"
"1151",30,"9","II","Yes",0.522727823257,"lcmd",1,"Index","Index"
"1152",31,"9","II","Yes",0.427361822128,"lalt",1,"Middle","Middle"
"1153",32,"9","II","No",1.12231206894,"lalt",1,"Middle","Index"
"1154",33,"9","II","No",0.555067014694,"lcmd",1,"Index","Middle"
"1155",34,"9","II","Yes",0.64408788681,"lcmd",1,"Index","Index"
"1156",35,"9","II","Yes",0.590035104752,"lalt",1,"Middle","Middle"
"1157",36,"9","II","No",0.595837974548,"lalt",1,"Middle","Index"
"1158",37,"9","II","No",0.485212945938,"lcmd",1,"Index","Middle"
"1159",38,"9","II","Yes",0.419280052185,"lcmd",1,"Index","Index"
"1160",39,"9","II","Yes",0.639581108093,"lalt",1,"Middle","Middle"
"1161",40,"9","II","No",0.557845067978,"lcmd",0,"Middle","Index"
"1162",41,"9","II","No",0.61616897583,"lcmd",1,"Index","Middle"
"1163",42,"9","II","Yes",0.702845859528,"lcmd",1,"Index","Index"
"1164",43,"9","II","Yes",0.423604106903,"lalt",1,"Middle","Middle"
"1165",44,"9","II","Yes",0.882729959488,"lalt",1,"Middle","Middle"
"1166",45,"9","II","No",0.538669061661,"lalt",1,"Middle","Index"
"1167",46,"9","II","No",0.726598930359,"lcmd",1,"Index","Middle"
"1168",47,"9","II","Yes",0.621187067032,"lcmd",1,"Index","Index"
"1169",48,"9","II","Yes",0.590547084808,"lalt",1,"Middle","Middle"
"1170",49,"9","II","Yes",0.573620128632,"lcmd",1,"Index","Index"
"1171",50,"9","II","No",0.820321846008,"lalt",1,"Middle","Index"
"1172",51,"9","II","No",0.73780708313,"lcmd",1,"Index","Middle"
"1173",52,"9","II","Yes",0.529890823364,"lcmd",1,"Index","Index"
"1174",53,"9","II","No",0.538273096085,"lcmd",1,"Index","Middle"
"1175",54,"9","II","Yes",0.4709441185,"lalt",1,"Middle","Middle"
"1176",55,"9","II","No",0.527684164047,"lalt",1,"Middle","Index"
"1177",56,"9","II","No",0.470113182068,"lalt",1,"Middle","Index"
"1178",57,"9","II","Yes",0.491839075088,"lalt",1,"Middle","Middle"
"1179",58,"9","II","Yes",0.836634111404,"lcmd",1,"Index","Index"
"1180",59,"9","II","No",0.550401926041,"lcmd",1,"Index","Middle"
"1181",60,"9","II","No",0.80482211113,"lalt",1,"Middle","Index"
"1182",61,"9","II","Yes",0.626866960525,"lcmd",1,"Index","Index"
"1183",62,"9","II","Yes",0.689590072632,"lalt",1,"Middle","Middle"
"1184",63,"9","II","No",0.582315015793,"lalt",0,"Index","Middle"
"1185",64,"9","II","Yes",0.615511894226,"lalt",1,"Middle","Middle"
"1186",65,"9","II","No",0.647670936585,"lalt",1,"Middle","Index"
"1187",66,"9","II","No",0.695237016678,"lcmd",1,"Index","Middle"
"1188",67,"9","II","Yes",0.660640859604,"lcmd",1,"Index","Index"
"1189",68,"9","II","No",0.589950847626,"lalt",1,"Middle","Index"
"1190",69,"9","II","Yes",0.448195934296,"lcmd",1,"Index","Index"
"1191",70,"9","II","No",1.13729691505,"lcmd",1,"Index","Middle"
"1192",71,"9","II","Yes",0.503347110748,"lalt",1,"Middle","Middle"
"1193",72,"9","II","No",0.517468929291,"lcmd",1,"Index","Middle"
"1194",73,"9","II","Yes",0.522254037857,"lcmd",1,"Index","Index"
"1195",74,"9","II","Yes",0.55467581749,"lalt",1,"Middle","Middle"
"1196",75,"9","II","No",0.89291806221,"lalt",1,"Middle","Index"
"1197",76,"9","II","Yes",0.541473960876,"lalt",1,"Middle","Middle"
"1198",77,"9","II","No",0.563721942902,"lalt",1,"Middle","Index"
"1199",78,"9","II","No",0.947066879272,"lcmd",1,"Index","Middle"
"1200",79,"9","II","Yes",0.823151063919,"lcmd",1,"Index","Index"
